Results	Entity	Line	Column	CheckID	Check Name
      Unmodified pointer or reference parameter not declared as const	B	586	46	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	DC	620	50	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	676	66	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	680	70	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	687	54	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	694	50	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	701	42	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	706	75	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	738	75	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	754	68	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	764	60	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	DD	770	56	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	ND	790	48	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	X	801	65	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Y	802	65	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	ND	806	52	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	893	46	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	906	42	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	916	74	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	927	68	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	937	62	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	947	76	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	958	62	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	ND	970	56	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	SM	986	53	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Decls	987	63	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1005	62	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	ND	1068	60	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	PID	1085	60	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	PD	1098	60	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	typeParamList	1136	62	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1149	62	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1179	52	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1183	68	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1192	72	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	PD	1206	68	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1214	54	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1218	64	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1228	46	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1241	64	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1251	76	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1262	76	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1271	60	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1280	48	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1497	58	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1787	54	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	D	1803	42	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	TI	2107	48	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Node	2260	45	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	WL	2958	53	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	WL	2971	56	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	user_data	3232	38	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	unsaved_files	3366	64	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	unsaved_files	3535	49	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	unsaved_files	3551	26	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	out_TU	3552	41	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	unsaved_files	3564	26	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	out_TU	3565	41	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	callExpr	3668	47	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	unsaved_files	4097	55	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	user_data	6561	52	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	CXXUnit	6652	31	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Tokens	6799	34	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Lex	7378	27	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Tok	7378	39	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Tokens	7391	48	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	CXXUnit	7492	68	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Cursors	7494	47	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Tokens	7601	35	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	AvailabilityAttrs	7788	41	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	availability	7922	65	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	entries	8454	65	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	ranges	8677	53	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	CRC	8703	43	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Unmodified pointer or reference parameter not declared as const	Unit	8731	42	MISRA08_7-1-2	7-1-2 A pointer or reference parameter in a function shall be declared as pointer to const or reference to const if the corresponding object is not modified
      Inappropriate global declaration RangeCompare.	RangeCompare	106	29	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration LocationCompare.	LocationCompare	122	29	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration getRawCursorExtent.	getRawCursorExtent	171	19	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration getFullCursorExtent.	getFullCursorExtent	172	19	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration visitPreprocessedEntitiesInRange.	visitPreprocessedEntitiesInRange	233	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration isInLexicalContext.	isInLexicalContext	291	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration HasTrailingReturnType.	HasTrailingReturnType	790	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration CompareCXXCtorInitializers.	CompareCXXCtorInitializers	801	11	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration addRangedDeclsInContainer.	addRangedDeclsInContainer	985	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration StmtVisit.	StmtVisit	1827	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration MemberExprParts.	MemberExprParts	1828	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration DeclRefExprParts.	DeclRefExprParts	1829	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration OverloadExprParts.	OverloadExprParts	1830	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration SizeOfPackExprParts.	SizeOfPackExprParts	1831	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration LambdaExprParts.	LambdaExprParts	1832	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration PostChildrenVisit.	PostChildrenVisit	1833	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration ExplicitTemplateArgsVisit.	ExplicitTemplateArgsVisit	1836	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration DeclVisit.	DeclVisit	1852	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration TypeLocVisit.	TypeLocVisit	1863	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration LabelRefVisit.	LabelRefVisit	1879	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration NestedNameSpecifierLocVisit.	NestedNameSpecifierLocVisit	1895	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration DeclarationNameInfoVisit.	DeclarationNameInfoVisit	1914	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration MemberRefVisit.	MemberRefVisit	1937	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration EnqueueVisitor.	EnqueueVisitor	1952	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration OMPClauseEnqueue.	OMPClauseEnqueue	2124	6	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration RefNamePieces.	RefNamePieces	3190	36	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration buildPieces.	buildPieces	3191	14	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration fatal_error_handler.	fatal_error_handler	3232	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration RegisterFatalErrorHandler.	RegisterFatalErrorHandler	3241	7	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration RegisterFatalErrorHandlerOnce.	RegisterFatalErrorHandlerOnce	3248	54	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_createIndex.	clang_createIndex	3250	8	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_disposeIndex.	clang_disposeIndex	3285	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_CXIndex_setGlobalOptions.	clang_CXIndex_setGlobalOptions	3290	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_CXIndex_getGlobalOptions.	clang_CXIndex_getGlobalOptions	3295	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_CXIndex_setInvocationEmissionPathOption.	clang_CXIndex_setInvocationEmissionPathOption	3301	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_toggleCrashRecovery.	clang_toggleCrashRecovery	3307	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_createTranslationUnit.	clang_createTranslationUnit	3314	18	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_createTranslationUnit2.	clang_createTranslationUnit2	3325	17	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_defaultEditingTranslationUnitOptions.	clang_defaultEditingTranslationUnitOptions	3355	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_createTranslationUnitFromSourceFile.	clang_createTranslationUnitFromSourceFile	3361	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_parseTranslationUnit_Impl.	clang_parseTranslationUnit_Impl	3375	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_parseTranslationUnit.	clang_parseTranslationUnit	3531	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_parseTranslationUnit2.	clang_parseTranslationUnit2	3548	17	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_parseTranslationUnit2FullArgv.	clang_parseTranslationUnit2FullArgv	3561	17	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_Type_getObjCEncoding.	clang_Type_getObjCEncoding	3614	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration getMacroIdentifier.	getMacroIdentifier	3624	29	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_Cursor_isMacroFunctionLike.	clang_Cursor_isMacroFunctionLike	3635	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_Cursor_isMacroBuiltin.	clang_Cursor_isMacroBuiltin	3647	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_Cursor_isFunctionInlined.	clang_Cursor_isFunctionInlined	3659	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration getCFSTR_value.	getCFSTR_value	3668	22	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration ExprEvalResult.	ExprEvalResult	3692	7	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_dispose.	clang_EvalResult_dispose	3709	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_getKind.	clang_EvalResult_getKind	3713	17	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_getAsInt.	clang_EvalResult_getAsInt	3720	4	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_getAsLongLong.	clang_EvalResult_getAsLongLong	3724	10	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_isUnsignedInt.	clang_EvalResult_isUnsignedInt	3734	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_getAsUnsigned.	clang_EvalResult_getAsUnsigned	3738	19	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_getAsDouble.	clang_EvalResult_getAsDouble	3749	7	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_EvalResult_getAsStr.	clang_EvalResult_getAsStr	3756	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration evaluateExpr.	evaluateExpr	3763	29	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration evaluateDeclExpr.	evaluateDeclExpr	3912	19	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration evaluateCompoundStmtExpr.	evaluateCompoundStmtExpr	3922	19	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_Cursor_Evaluate.	clang_Cursor_Evaluate	3931	13	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_Cursor_hasAttrs.	clang_Cursor_hasAttrs	3941	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_defaultSaveOptions.	clang_defaultSaveOptions	3953	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_saveTranslationUnit_Impl.	clang_saveTranslationUnit_Impl	3957	19	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_saveTranslationUnit.	clang_saveTranslationUnit	3968	4	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_disposeTranslationUnit.	clang_disposeTranslationUnit	4018	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_suspendTranslationUnit.	clang_suspendTranslationUnit	4035	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_defaultReparseOptions.	clang_defaultReparseOptions	4049	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_reparseTranslationUnit_Impl.	clang_reparseTranslationUnit_Impl	4054	0	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_reparseTranslationUnit.	clang_reparseTranslationUnit	4095	4	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getTranslationUnitSpelling.	clang_getTranslationUnitSpelling	4125	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getTranslationUnitCursor.	clang_getTranslationUnitCursor	4135	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getTranslationUnitTargetInfo.	clang_getTranslationUnitTargetInfo	4145	13	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_TargetInfo_getTriple.	clang_TargetInfo_getTriple	4156	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_TargetInfo_getPointerWidth.	clang_TargetInfo_getPointerWidth	4170	4	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_TargetInfo_dispose.	clang_TargetInfo_dispose	4182	5	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getFileName.	clang_getFileName	4193	9	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getFileTime.	clang_getFileTime	4201	7	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getFile.	clang_getFile	4209	7	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
      Inappropriate global declaration clang_getFileContents.	clang_getFileContents	4221	12	MISRA08_7-3-1	7-3-1 The global namespace shall only contain main, namespace declarations and extern 'C' declarations
