Results,Entity,CheckID,Line,Column
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","837","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","843","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","847","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","858","18"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","873","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","876","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","882","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","882","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionDecl","MISRA08_6-4-1","887","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFieldDecl","MISRA08_6-4-1","895","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFieldDecl","MISRA08_6-4-1","898","74"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFieldDecl","MISRA08_6-4-1","901","70"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitVarDecl","MISRA08_6-4-1","908","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitVarDecl","MISRA08_6-4-1","911","70"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNonTypeTemplateParmDecl","MISRA08_6-4-1","918","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNonTypeTemplateParmDecl","MISRA08_6-4-1","922","74"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNonTypeTemplateParmDecl","MISRA08_6-4-1","922","74"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionTemplateDecl","MISRA08_6-4-1","931","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitClassTemplateDecl","MISRA08_6-4-1","941","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateTemplateParmDecl","MISRA08_6-4-1","949","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateTemplateParmDecl","MISRA08_6-4-1","953","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCTypeParamDecl","MISRA08_6-4-1","963","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCMethodDecl","MISRA08_6-4-1","973","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCMethodDecl","MISRA08_6-4-1","973","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCMethodDecl","MISRA08_6-4-1","977","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCContainerDecl","MISRA08_6-4-1","1011","30"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCContainerDecl","MISRA08_6-4-1","1032","30"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCContainerDecl","MISRA08_6-4-1","1039","14"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCContainerDecl","MISRA08_6-4-1","1059","14"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCContainerDecl","MISRA08_6-4-1","1061","18"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCContainerDecl","MISRA08_6-4-1","1063","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCCategoryDecl","MISRA08_6-4-1","1071","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCCategoryDecl","MISRA08_6-4-1","1074","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCCategoryDecl","MISRA08_6-4-1","1080","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCProtocolDecl","MISRA08_6-4-1","1087","72"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCProtocolDecl","MISRA08_6-4-1","1093","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1100","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1107","16"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1111","16"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1119","16"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1126","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1126","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1126","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1131","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1131","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyDecl","MISRA08_6-4-1","1131","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCTypeParamList","MISRA08_6-4-1","1138","16"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCTypeParamList","MISRA08_6-4-1","1143","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCInterfaceDecl","MISRA08_6-4-1","1157","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCInterfaceDecl","MISRA08_6-4-1","1164","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCInterfaceDecl","MISRA08_6-4-1","1168","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCInterfaceDecl","MISRA08_6-4-1","1168","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCInterfaceDecl","MISRA08_6-4-1","1174","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCCategoryImplDecl","MISRA08_6-4-1","1187","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCCategoryImplDecl","MISRA08_6-4-1","1187","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCImplementationDecl","MISRA08_6-4-1","1200","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyImplDecl","MISRA08_6-4-1","1209","79"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCPropertyImplDecl","MISRA08_6-4-1","1209","79"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNamespaceAliasDecl","MISRA08_6-4-1","1222","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNamespaceAliasDecl","MISRA08_6-4-1","1222","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUsingDecl","MISRA08_6-4-1","1232","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUsingDecl","MISRA08_6-4-1","1236","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUsingDirectiveDecl","MISRA08_6-4-1","1245","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUsingDirectiveDecl","MISRA08_6-4-1","1245","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUnresolvedUsingValueDecl","MISRA08_6-4-1","1255","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUnresolvedUsingTypenameDecl","MISRA08_6-4-1","1266","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUnresolvedUsingTypenameDecl","MISRA08_6-4-1","1266","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitStaticAssertDecl","MISRA08_6-4-1","1273","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitStaticAssertDecl","MISRA08_6-4-1","1276","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitStaticAssertDecl","MISRA08_6-4-1","1276","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFriendDecl","MISRA08_6-4-1","1283","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFriendDecl","MISRA08_6-4-1","1286","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitDeclarationNameInfo","MISRA08_6-4-1","1304","40"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifier","MISRA08_6-4-1","1324","16"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifier","MISRA08_6-4-1","1345","79"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifier","MISRA08_6-4-1","1347","75"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifier","MISRA08_6-4-1","1350","72"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifierLoc","MISRA08_6-4-1","1378","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifierLoc","MISRA08_6-4-1","1386","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitNestedNameSpecifierLoc","MISRA08_6-4-1","1393","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateParameters","MISRA08_6-4-1","1410","16"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateParameters","MISRA08_6-4-1","1416","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateName","MISRA08_6-4-1","1430","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateArgumentLoc","MISRA08_6-4-1","1467","40"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateArgumentLoc","MISRA08_6-4-1","1472","69"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateArgumentLoc","MISRA08_6-4-1","1477","69"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateArgumentLoc","MISRA08_6-4-1","1482","69"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateArgumentLoc","MISRA08_6-4-1","1488","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitBuiltinTypeLoc","MISRA08_6-4-1","1551","41"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTagTypeLoc","MISRA08_6-4-1","1567","66"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCTypeParamTypeLoc","MISRA08_6-4-1","1582","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCTypeParamTypeLoc","MISRA08_6-4-1","1586","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCObjectTypeLoc","MISRA08_6-4-1","1594","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCObjectTypeLoc","MISRA08_6-4-1","1598","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitObjCObjectTypeLoc","MISRA08_6-4-1","1604","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionTypeLoc","MISRA08_6-4-1","1645","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionTypeLoc","MISRA08_6-4-1","1650","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitFunctionTypeLoc","MISRA08_6-4-1","1650","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitArrayTypeLoc","MISRA08_6-4-1","1657","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitArrayTypeLoc","MISRA08_6-4-1","1660","70"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitDeducedTemplateSpecializationTypeLoc","MISRA08_6-4-1","1677","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateSpecializationTypeLoc","MISRA08_6-4-1","1687","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTemplateSpecializationTypeLoc","MISRA08_6-4-1","1692","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitTypeOfTypeLoc","MISRA08_6-4-1","1703","38"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitUnaryTransformTypeLoc","MISRA08_6-4-1","1710","38"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitDependentTemplateSpecializationTypeLoc","MISRA08_6-4-1","1724","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitDependentTemplateSpecializationTypeLoc","MISRA08_6-4-1","1729","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitElaboratedTypeLoc","MISRA08_6-4-1","1736","15"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitDecltypeTypeLoc","MISRA08_6-4-1","1747","49"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitCXXRecordDecl","MISRA08_6-4-1","1791","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitCXXRecordDecl","MISRA08_6-4-1","1791","17"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitCXXRecordDecl","MISRA08_6-4-1","1796","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","VisitAttributes","MISRA08_6-4-1","1808","19"
            "If statement not enclosed in curly braces { } in CursorVisitor.","IsInRegionOfInterest","MISRA08_6-4-1","2966","18"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","2983","18"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","2988","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","2996","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3003","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3020","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3027","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3033","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3039","18"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3044","18"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3050","62"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3063","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3063","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3067","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3075","25"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3085","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3085","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3088","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3096","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3096","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3099","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3102","21"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3111","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3119","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3137","20"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3142","23"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3152","27"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3157","25"
            "If statement not enclosed in curly braces { } in CursorVisitor.","RunVisitorWorkList","MISRA08_6-4-1","3165","21"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","AddNestedNameSpecifierLoc","MISRA08_6-4-1","2088","64"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","AddStmt","MISRA08_6-4-1","2093","38"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","AddDecl","MISRA08_6-4-1","2097","47"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","AddMemberRef","MISRA08_6-4-1","2105","46"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","AddTypeLoc","MISRA08_6-4-1","2109","56"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","EnqueueChildren","MISRA08_6-4-1","2117","10"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","EnqueueChildren","MISRA08_6-4-1","2441","10"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitMSDependentExistsStmt","MISRA08_6-4-1","2466","43"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitCXXDependentScopeMemberExpr","MISRA08_6-4-1","2472","74"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitCXXDependentScopeMemberExpr","MISRA08_6-4-1","2475","43"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitCXXDependentScopeMemberExpr","MISRA08_6-4-1","2477","25"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitCXXPseudoDestructorExpr","MISRA08_6-4-1","2505","43"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitCXXTypeidExpr","MISRA08_6-4-1","2521","45"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitCXXUuidofExpr","MISRA08_6-4-1","2532","45"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitDeclRefExpr","MISRA08_6-4-1","2548","76"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitDependentScopeDeclRefExpr","MISRA08_6-4-1","2554","74"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitDeclStmt","MISRA08_6-4-1","2566","10"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitDesignatedInitExpr","MISRA08_6-4-1","2578","44"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitInitListExpr","MISRA08_6-4-1","2613","18"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitMemberExpr","MISRA08_6-4-1","2624","10"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitOverloadExpr","MISRA08_6-4-1","2667","74"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitUnaryExprOrTypeTraitExpr","MISRA08_6-4-1","2674","40"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitUnresolvedMemberExpr","MISRA08_6-4-1","2707","25"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitOpaqueValueExpr","MISRA08_6-4-1","2720","28"
            "If statement not enclosed in curly braces { } in EnqueueVisitor.","VisitOMPTaskgroupDirective","MISRA08_6-4-1","2817","16"
            "If statement not enclosed in curly braces { } in Logger.","operator<<","MISRA08_6-4-1","8855","54"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","IsIgnoredChildCursor","MISRA08_6-4-1","6910","16"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","annotateAndAdvanceTokens","MISRA08_6-4-1","6989","14"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","annotateAndAdvanceTokens","MISRA08_6-4-1","6989","14"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","annotateAndAdvanceFunctionMacroTokens","MISRA08_6-4-1","7025","14"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","annotateAndAdvanceFunctionMacroTokens","MISRA08_6-4-1","7028","28"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","annotateAndAdvanceFunctionMacroTokens","MISRA08_6-4-1","7030","6"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","annotateAndAdvanceFunctionMacroTokens","MISRA08_6-4-1","7034","16"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7044","31"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7047","32"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7054","85"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7062","44"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7078","44"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7088","44"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7088","44"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7095","32"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7133","31"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7139","29"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","Visit","MISRA08_6-4-1","7154","32"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","postVisitChildren","MISRA08_6-4-1","7204","16"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","postVisitChildren","MISRA08_6-4-1","7207","16"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","postVisitChildren","MISRA08_6-4-1","7223","11"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","postVisitChildren","MISRA08_6-4-1","7231","41"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","HandlePostPonedChildCursor","MISRA08_6-4-1","7259","11"
            "If statement not enclosed in curly braces { } in AnnotateTokensWorker.","HandlePostPonedChildCursor","MISRA08_6-4-1","7265","13"
            "If statement not enclosed in curly braces { } in MarkMacroArgTokensVisitor.","visit","MISRA08_6-4-1","7317","34"
            "If statement not enclosed in curly braces { } in MarkMacroArgTokensVisitor.","visit","MISRA08_6-4-1","7321","34"
            "If statement not enclosed in curly braces { } in MarkMacroArgTokensVisitor.","visit","MISRA08_6-4-1","7326","13"
            "If statement not enclosed in curly braces { } in MarkMacroArgTokensVisitor.","visit","MISRA08_6-4-1","7330","31"
            "If statement not enclosed in curly braces { } in MarkMacroArgTokensVisitor.","visit","MISRA08_6-4-1","7335","13"
            "If statement not enclosed in curly braces { } in MarkMacroArgTokensVisitor.","visit","MISRA08_6-4-1","7341","31"
          "<a id=""313"">CIndexCodeCompletion.cpp</a>","","","",""
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionChunkKind","MISRA08_6-4-1","61","33"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionChunkText","MISRA08_6-4-1","115","33"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionChunkCompletionString","MISRA08_6-4-1","154","18"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionParent","MISRA08_6-4-1","221","35"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionParent","MISRA08_6-4-1","225","33"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionBriefComment","MISRA08_6-4-1","235","33"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionNumFixIts","MISRA08_6-4-1","317","12"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionFixIt","MISRA08_6-4-1","330","47"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_getCompletionFixIt","MISRA08_6-4-1","337","47"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt_Impl","MISRA08_6-4-1","715","18"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt_Impl","MISRA08_6-4-1","719","33"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt_Impl","MISRA08_6-4-1","791","14"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt_Impl","MISRA08_6-4-1","809","24"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt_Impl","MISRA08_6-4-1","836","13"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt_Impl","MISRA08_6-4-1","840","13"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt","MISRA08_6-4-1","866","18"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteAt","MISRA08_6-4-1","882","34"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_disposeCodeCompleteResults","MISRA08_6-4-1","893","10"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetNumDiagnostics","MISRA08_6-4-1","905","12"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetDiagnostic","MISRA08_6-4-1","916","18"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetDiagnostic","MISRA08_6-4-1","921","78"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetContexts","MISRA08_6-4-1","930","12"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetContainerKind","MISRA08_6-4-1","941","31"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetContainerUSR","MISRA08_6-4-1","954","34"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","clang_codeCompleteGetObjCSelector","MISRA08_6-4-1","964","34"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","AppendToString","MISRA08_6-4-1","988","41"
            "If statement not enclosed in curly braces { } in CIndexCodeCompletion.cpp.","GetTypedName","MISRA08_6-4-1","1006","45"
            "If statement not enclosed in curly braces { } in AllocatedCXCodeCompleteResults.","AllocatedCXCodeCompleteResults","MISRA08_6-4-1","370","42"
            "If statement not enclosed in curly braces { } in AllocatedCXCodeCompleteResults.","~AllocatedCXCodeCompleteResults","MISRA08_6-4-1","382","42"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","582","57"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","594","82"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","608","58"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","618","28"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","623","40"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","626","33"
            "If statement not enclosed in curly braces { } in CaptureCompletionResults.","ProcessCodeCompleteResults","MISRA08_6-4-1","630","33"
